first_name,last_name,state,salary,tenure,credit_score,age,loan_amount,interest_rate,checking_savings,existing_debt,DTI,Approvals
Eloise,Poznan,TX,44108.15,19,392,37,318616.23,2.6,4109.93,74011.35,1.68,Denied
Edan,Bummfrey,GA,47257.89,9,428,71,105408.82,3.7,9031.62,68665.14,1.45,Denied
Gilbert,Ferrino,WA,38095.43,25,710,68,234140.5,3.2,9714.97,63646.98,1.67,Denied
Addie,Gerauld,MN,45548.32,11,482,77,253258.18,3.3,3864.15,26530.11,0.58,Denied
Thorndike,Romand,WA,34390.77,3,840,52,223013.83,2.6,7891.03,58229.2,1.69,Denied
Gaile,Milton,TX,54202.42,17,679,55,196610.78,3.0,4100.16,4863.22,0.09,Approved
Warde,Rigby,TX,37849.12,15,790,44,302843.38,3.0,3655.46,37884.02,1.0,Denied
Delcina,MacHarg,IN,54979.95,29,711,71,445976.33,3.8,6651.19,73041.69,1.33,Denied
Lorrayne,Naisey,PA,40694.55,23,832,42,264248.66,2.6,8321.58,53630.03,1.32,Denied
Rivalee,Speaks,CA,39183.58,13,792,82,340469.39,3.3,8551.04,38595.87,0.99,Denied
Kev,Brixey,CA,56318.25,25,436,38,42442.8,3.7,1948.32,25326.7,0.45,Denied
Floyd,Vlach,CO,34365.7,24,412,24,134538.8,2.6,2858.99,973.21,0.03,Approved
Boyce,Hynde,MD,54304.0,30,582,18,1454.72,3.8,3061.68,22316.42,0.41,Denied
Giff,Gimblet,SC,42883.79,12,715,33,437616.98,3.4,203.24,74564.08,1.74,Denied
Yanaton,McMurty,DC,35879.35,25,628,29,336007.19,3.7,7857.87,14810.82,0.41,Denied
Dallis,Merman,TX,30050.25,15,371,82,185052.71,3.6,7470.46,58543.06,1.95,Denied
Hallsy,Lerohan,OH,33313.88,24,693,57,221642.55,3.8,8704.17,54965.34,1.65,Denied
Abby,Wyldes,WA,30207.02,14,388,35,134067.95,3.7,6925.96,34357.71,1.14,Denied
Friedrick,Nockells,FL,49182.99,27,471,43,337013.53,2.8,4270.98,72899.44,1.48,Denied
Bride,Zukierman,TX,30292.17,3,505,70,246613.64,3.2,8081.29,47332.64,1.56,Denied
Gerek,Kiernan,VA,41598.43,23,547,39,266624.92,3.8,1632.35,40070.27,0.96,Denied
Brigid,Ollie,TX,39648.73,9,585,63,249000.27,3.1,4840.83,10232.75,0.26,Approved
Westleigh,Boston,CA,48338.45,4,786,78,267032.95,2.6,904.17,68366.07,1.41,Denied
Jemmie,Dani,FL,41957.91,6,781,49,102518.57,2.6,9360.29,34561.69,0.82,Denied
Elsbeth,Walas,MO,35129.57,19,823,33,23761.75,2.6,7932.46,7154.75,0.2,Approved
Roana,McGovern,UT,50528.48,9,478,52,70902.06,3.0,5943.89,41072.09,0.81,Denied
Charmain,Yakhin,UT,50519.24,22,423,38,439809.07,3.8,297.59,38816.35,0.77,Denied
Jolene,Tevlin,TX,47686.32,24,467,20,204274.05,2.9,4814.19,19155.33,0.4,Denied
Putnem,Andreutti,MN,58780.23,24,461,78,210774.58,3.4,3515.6,36049.5,0.61,Denied
Garwin,Bucklan,MN,46814.33,16,819,52,278010.1,3.8,4554.96,56944.48,1.22,Denied
Neddie,Swafield,CA,38089.4,8,541,59,465278.91,3.4,4128.23,30426.22,0.8,Denied
Ester,Sandy,CA,47208.28,12,621,23,407400.4,2.7,-25.05,27783.06,0.59,Denied
Lynelle,Shattock,MT,47722.6,7,650,85,373721.76,3.8,4849.8,21129.55,0.44,Denied
Kristofer,Gavaran,OH,48211.04,21,494,43,193930.44,3.5,9143.75,29310.65,0.61,Denied
Allene,Bamlett,DC,26728.6,26,604,80,136822.19,3.7,-757.24,15758.84,0.59,Denied
Isadore,Albinson,OH,53975.56,7,481,57,101166.03,2.6,4141.82,2493.16,0.05,Approved
Wain,Cowwell,TX,43314.79,30,559,19,209879.76,3.2,5369.33,44351.09,1.02,Denied
Isaac,Boarleyson,AZ,35826.0,1,689,29,456609.02,3.9,2138.64,1088.68,0.03,Approved
Mayer,Scemp,CA,27257.15,16,617,63,296543.27,3.6,3827.24,33945.34,1.25,Denied
Curran,O'Hoolahan,PA,34850.47,15,702,23,22727.23,2.5,1011.99,66580.74,1.91,Denied
Margery,Northwood,NY,52712.35,3,639,47,374368.77,3.8,7773.57,70028.71,1.33,Denied
Christophe,Wilcott,CA,30746.5,1,680,80,202328.57,3.8,7571.08,8062.83,0.26,Approved
Haskel,Hallowell,TX,41104.95,7,654,30,285642.35,3.3,194.95,71713.59,1.74,Denied
Jessie,Kemmer,DC,36736.23,29,679,40,398959.02,4.0,6494.8,71516.92,1.95,Denied
Donalt,Izkovitch,CA,29125.63,15,718,30,379521.61,3.2,1737.33,21122.38,0.73,Denied
Ric,Carine,NJ,37279.57,25,632,27,133927.3,2.7,1302.01,68885.25,1.85,Denied
Jessey,Buff,GA,51724.56,10,745,30,305382.8,3.1,3824.03,58406.66,1.13,Denied
Roxanne,Neale,NC,43533.39,28,823,63,174501.89,3.1,-619.26,60868.21,1.4,Denied
Wit,Bubeer,NJ,35190.71,23,813,83,59815.27,3.8,9477.21,48631.41,1.38,Denied
Fredi,Tales,TX,46883.17,19,756,81,278720.87,3.4,4011.99,53398.1,1.14,Denied
Mercedes,Coole,OH,29265.22,19,687,53,381775.43,3.4,6746.58,30977.27,1.06,Denied
Geoffrey,Cuchey,TX,37626.14,13,749,32,486420.86,3.9,9034.09,600.08,0.02,Approved
Frants,Hartridge,UT,40169.02,13,456,73,353556.1,3.1,8769.71,20684.15,0.51,Denied
Olin,Lamming,MO,51369.21,21,580,41,369763.79,2.9,3970.16,54858.13,1.07,Denied
Daphna,Blockwell,TX,51600.03,12,656,51,121453.14,2.6,1330.9,6061.76,0.12,Approved
Selig,Marson,OK,47837.09,8,523,32,318872.26,3.1,9995.83,44903.16,0.94,Denied
Casper,Longcake,TX,33965.37,18,550,31,328967.6,3.2,3072.59,9919.07,0.29,Approved
Gussie,Gibbonson,TX,52170.59,12,659,76,383925.84,3.5,1869.9,25146.6,0.48,Denied
Flinn,Illingworth,WA,39303.14,16,517,43,68144.8,3.2,1503.1,48365.87,1.23,Denied
Jeniece,Geffen,WA,57308.26,22,830,41,77047.65,3.7,3710.74,14120.34,0.25,Approved
Kassandra,Bayliss,MO,36779.34,10,624,20,226813.34,3.4,2239.83,65761.09,1.79,Denied
Tabina,Celiz,LA,55699.36,8,357,50,19841.19,2.8,957.49,19198.27,0.34,Approved
Gwendolin,Bernhard,NC,37334.38,11,821,53,399336.5,3.5,-988.35,7817.5,0.21,Approved
Kiel,Hars,MN,34309.18,21,653,85,415969.05,3.7,2842.66,49727.28,1.45,Denied
Kalila,Kleinplac,GA,48688.47,1,504,37,412725.28,3.4,3933.5,18165.98,0.37,Denied
Aurel,Channon,NY,29680.79,5,358,34,264027.56,3.0,3464.86,73541.62,2.48,Denied
Elihu,Heine,PA,40827.98,15,522,51,3023.68,2.5,8053.54,28165.27,0.69,Denied
Baily,Kettlestringe,NY,36701.6,22,364,47,479241.07,3.4,2769.53,42922.84,1.17,Denied
Giacopo,Broader,MD,36923.16,10,451,33,418540.93,3.8,5773.06,16175.21,0.44,Denied
Verge,Jamson,TX,48717.5,29,516,67,189040.87,3.4,279.87,72577.18,1.49,Denied
Vassily,Filintsev,SD,51037.43,25,612,68,491410.97,3.1,7774.07,27012.08,0.53,Denied
Roshelle,MacKowle,FL,29982.26,18,751,76,23742.79,3.4,3202.67,55023.07,1.84,Denied
Francesco,Lyttle,WI,53071.96,10,655,46,230401.3,3.2,4310.74,6728.04,0.13,Approved
Amandi,Buyers,GA,53959.68,14,389,46,68937.03,3.1,7195.03,53255.04,0.99,Denied
Veronika,Minchi,OK,31338.95,10,676,36,173969.0,4.0,-166.75,31166.03,0.99,Denied
Chev,Sexty,TX,54314.56,2,626,78,276238.46,2.6,5580.41,32007.21,0.59,Denied
Blinni,Duffrie,WV,47491.48,9,495,83,494552.57,3.0,2549.8,39537.6,0.83,Denied
Mervin,Gooddie,LA,34243.88,14,441,20,432302.21,3.0,9907.93,72038.77,2.1,Denied
Britt,Megson,OH,54274.62,18,623,53,312590.02,3.3,6422.01,16932.16,0.31,Approved
Kristofor,Bushel,TN,27495.83,8,530,80,201882.19,3.6,3720.56,66907.86,2.43,Denied
Stefano,Grandin,GA,58539.24,16,612,62,309801.01,3.4,7322.99,23190.24,0.4,Denied
Flin,Fernandes,LA,43064.35,1,506,60,237995.38,3.8,-298.38,61555.47,1.43,Denied
Moses,Garret,VA,52324.77,6,648,50,406288.0,2.7,7730.2,55227.42,1.06,Denied
Isador,Poxon,FL,46673.6,23,824,79,355768.74,3.9,4199.74,45937.09,0.98,Denied
Emeline,Bromage,TX,42501.99,6,844,58,182644.08,3.8,6630.89,66033.91,1.55,Denied
Matty,Naire,TX,28268.33,2,379,46,315930.84,2.7,8151.36,40134.75,1.42,Denied
Joanie,Castaignet,LA,31529.57,3,595,44,144071.63,3.7,6547.97,33306.93,1.06,Denied
Kally,Basnett,NY,56328.99,5,641,19,388645.45,3.7,-221.83,3670.58,0.07,Approved
Gerladina,Amoss,VA,55510.28,8,536,59,383706.48,3.0,2627.23,25090.3,0.45,Denied
Pollyanna,Taylder,WV,45739.11,18,741,69,192682.76,3.6,-894.34,19089.82,0.42,Denied
Ellwood,Olyonov,IL,54522.13,30,795,50,189340.24,3.0,6014.96,34037.85,0.62,Denied
Lorain,Jedrzaszkiewicz,NY,37691.64,4,669,29,51037.87,3.4,3203.3,21426.15,0.57,Denied
Kellen,McAuslan,IL,31595.07,4,463,32,111426.47,2.6,8646.07,14320.83,0.45,Denied
Charlena,Twinbrow,NY,36066.47,16,360,70,280065.35,3.5,2028.51,39986.35,1.11,Denied
Spenser,Shevell,NY,29630.48,10,646,37,390109.67,3.3,7151.39,11706.0,0.4,Denied
Dacia,MacIlraith,CA,51854.57,22,741,32,125673.3,3.1,9983.58,53171.39,1.03,Denied
Rowney,Scarborough,CA,57107.42,7,443,42,478185.18,3.1,7583.93,35401.08,0.62,Denied
Robers,Pankethman,OK,38793.11,2,350,74,456809.52,3.6,9170.77,51232.16,1.32,Denied
Ofelia,Scurman,CA,36259.84,23,622,54,38319.55,3.4,6996.49,21680.41,0.6,Denied
Purcell,Casperri,NC,47013.48,25,572,43,103907.17,3.8,8073.77,58944.61,1.25,Denied
Jeffie,Grover,KS,41866.19,19,821,22,144297.58,3.5,7221.82,62414.32,1.49,Denied
Juliann,Maginn,TX,48670.7,22,558,77,250702.02,2.5,5851.18,31531.74,0.65,Denied
Woodie,Luparto,MD,59172.89,16,765,80,265489.0,3.8,6598.73,54613.02,0.92,Denied
Elisa,Chittey,CA,56689.03,29,591,66,38537.99,2.8,7488.57,2966.68,0.05,Approved
Marita,Witheford,OH,33512.65,18,522,18,332662.67,3.3,7969.89,74981.42,2.24,Denied
Beatriz,Peare,VA,34939.9,14,573,59,475314.26,3.6,1638.06,23864.87,0.68,Denied
Vonnie,Ianiello,TN,42136.07,18,714,49,329257.36,3.7,5199.98,70867.73,1.68,Denied
Costa,Wymer,NY,58346.24,27,496,34,171232.19,4.0,2910.13,63423.68,1.09,Denied
Vale,Lomond,VA,47476.65,17,525,65,145000.46,3.7,-724.53,6721.89,0.14,Approved
Renault,Gonnel,NC,59164.36,3,821,69,26254.51,2.7,6057.1,67491.9,1.14,Denied
Berkley,Cluderay,CA,42019.26,23,848,18,353407.37,3.9,5847.96,50116.43,1.19,Denied
Reilly,Dreghorn,TX,53308.99,25,404,83,126002.09,3.7,4668.59,7185.11,0.13,Approved
Gena,Vigne,NY,53631.26,15,511,47,43151.24,2.9,-844.36,10739.01,0.2,Approved
Allyn,Hamnett,OH,50793.92,23,756,18,114452.27,3.1,4615.02,6304.13,0.12,Approved
Ange,Croucher,NY,56904.22,28,670,33,443409.22,3.0,8145.48,26411.05,0.46,Denied
Rennie,Treacy,NC,42625.74,13,420,26,44222.8,3.6,5384.47,71718.92,1.68,Denied
Margaretta,Vaughten,KS,33662.18,20,499,32,346681.92,3.5,3454.74,64601.49,1.92,Denied
Nathanael,Clingan,NC,47363.88,28,741,39,143797.35,3.5,9769.59,11153.95,0.24,Approved
Boone,Matusovsky,OK,33472.21,18,383,59,442526.73,3.3,6361.29,65414.88,1.95,Denied
Fernande,Loveredge,VA,56194.59,6,597,70,423321.5,2.7,2350.84,11540.77,0.21,Approved
Delia,Ferenczi,PA,58603.16,17,691,42,78947.63,3.4,4496.55,7786.57,0.13,Approved
Giustina,Andor,UT,59141.59,14,651,39,25164.96,2.9,302.94,27531.91,0.47,Denied
Wiatt,Di Pietro,OR,30377.58,6,514,70,322860.11,2.9,-610.11,65817.68,2.17,Denied
Meryl,Streeter,FL,59814.86,30,624,36,255656.47,3.6,6471.11,67571.02,1.13,Denied
Tamarah,Sargeaunt,OK,54200.57,10,841,36,44134.02,2.8,11.63,42278.15,0.78,Denied
Erda,Shakspeare,FL,48527.4,20,630,44,284008.28,3.5,5242.5,12113.24,0.25,Approved
Smitty,Robison,GA,57338.13,15,355,37,494896.02,3.5,-747.28,43684.79,0.76,Denied
Wells,Fasler,ND,32718.5,13,503,37,455186.98,3.3,5264.31,68330.01,2.09,Denied
Calla,Myring,WI,26972.63,29,705,70,409203.26,2.6,5517.18,27818.08,1.03,Denied
Halsy,Whitehorne,TX,40239.91,7,650,79,437091.12,3.2,2216.07,55094.25,1.37,Denied
Nancee,Meharry,MD,35279.37,1,492,42,230355.79,3.4,7941.09,36960.63,1.05,Denied
Adrea,Etridge,TX,46677.86,2,698,53,67356.48,3.5,-860.18,50770.36,1.09,Denied
Bryana,Simmig,CA,40592.94,6,709,30,65690.46,3.8,737.21,34925.37,0.86,Denied
Tobye,Sams,TX,58702.15,20,702,30,97039.36,2.9,1563.17,19735.0,0.34,Approved
Karrah,Deschlein,FL,56430.66,23,643,28,473783.58,2.7,-430.99,37851.29,0.67,Denied
Neil,Avory,TX,54949.32,7,771,71,226665.63,2.6,4190.03,14952.34,0.27,Approved
Teddy,Marty,SC,29800.75,17,401,56,334848.12,2.9,2785.52,24158.52,0.81,Denied
Emmie,Gelletly,NY,55954.43,5,362,22,6719.21,3.5,7929.32,28972.61,0.52,Denied
Hildagard,Greir,TX,38614.69,21,500,33,105058.62,3.7,7236.23,63970.91,1.66,Denied
Keri,Ballinghall,NY,48302.38,10,618,50,140929.75,3.8,7778.0,1866.93,0.04,Approved
Darci,Eede,TN,54084.66,22,646,28,104968.45,3.8,1135.79,58324.31,1.08,Denied
Conrado,Carlens,OH,45068.3,26,730,36,22179.41,2.5,745.45,42841.48,0.95,Denied
Zacharia,Blakeney,CA,48451.59,30,422,76,403427.18,3.6,9033.47,72290.11,1.49,Denied
Burt,Toothill,WA,57532.68,6,772,38,290340.66,2.6,208.65,63858.82,1.11,Denied
Alaine,Morrissey,NY,36398.45,10,787,80,365065.15,3.4,7767.05,43519.29,1.2,Denied
Tobe,Tellenbrok,NY,36793.4,15,423,18,145572.33,3.4,9193.0,67316.11,1.83,Denied
Sadie,Kirley,OR,46851.92,24,367,36,39364.07,3.0,-129.12,62537.53,1.33,Denied
Coleman,Prescote,AL,47034.13,17,510,60,379922.96,3.8,6921.88,58013.24,1.23,Denied
Marlee,Jickles,PA,47291.37,10,473,64,345801.13,3.6,6592.52,9862.54,0.21,Approved
Hilde,de Clerc,TX,49153.86,27,780,29,104400.57,3.3,6169.14,62241.2,1.27,Denied
Constance,Piggin,NY,47744.26,11,409,72,62799.21,3.7,1717.01,28608.72,0.6,Denied
Bertina,Ferronel,FL,53515.39,7,745,64,152451.7,3.7,1580.22,21756.29,0.41,Denied
Marley,Turl,NC,38283.63,7,447,47,94519.69,3.6,1073.7,31231.39,0.82,Denied
Shelba,Rogez,NY,41577.95,22,438,44,88744.81,2.7,7082.69,7716.25,0.19,Approved
Whitney,Gurnett,OH,38307.58,22,545,53,134998.48,3.2,1402.81,60568.07,1.58,Denied
Alikee,Kings,TX,28186.81,2,690,79,117870.65,3.6,3784.03,33937.53,1.2,Denied
Patrick,Atley,KY,30766.41,8,815,27,23068.84,2.6,8552.26,17607.71,0.57,Denied
Ranice,Isenor,TX,27159.1,20,431,62,70614.99,3.3,2004.63,4137.67,0.15,Approved
Fallon,Le Gallo,TX,42906.83,24,717,36,27667.65,4.0,6919.11,14665.72,0.34,Approved
Brnaba,Keech,NE,31425.72,3,569,72,232289.62,3.5,4327.87,33640.39,1.07,Denied
Dallas,Senyard,TX,27349.95,13,512,52,250686.67,3.5,8570.64,64376.33,2.35,Denied
Phyllys,Adolphine,GA,45986.7,8,460,73,209253.93,4.0,8876.49,24488.04,0.53,Denied
Karylin,Salmon,TN,49413.49,1,411,58,46324.73,2.5,9480.36,50769.64,1.03,Denied
Dena,Klauer,NY,28073.99,1,494,22,422669.71,3.0,8379.77,36902.21,1.31,Denied
Wakefield,Coldrick,MO,45189.87,28,592,51,145812.34,3.6,1916.07,49439.59,1.09,Denied
Coreen,Hindsberg,LA,51162.74,19,841,52,181724.04,2.8,6728.25,68945.49,1.35,Denied
Vivien,Coode,WI,55784.93,17,487,46,444364.82,4.0,2340.89,14835.09,0.27,Approved
Cassie,Tupp,CA,35167.58,6,789,38,42690.7,3.1,4874.21,55010.25,1.56,Denied
Caria,Jesson,CA,41728.44,22,421,64,389411.2,3.3,1340.94,9187.95,0.22,Approved
Leilah,Blastock,AZ,33387.76,11,552,59,487318.69,3.9,5507.85,9010.15,0.27,Approved
Ezmeralda,Broadway,NC,58564.59,9,439,44,101888.88,3.6,6853.85,67657.37,1.16,Denied
Clemens,Wicher,MD,48330.42,5,523,39,472134.62,2.9,6263.37,2083.27,0.04,Approved
Zacherie,Weir,DC,38954.12,28,675,21,99161.09,3.2,6945.68,14199.22,0.36,Approved
Filide,Bande,OH,47267.61,19,465,39,57882.78,2.8,9447.58,297.49,0.01,Approved
Kerstin,Kellart,UT,29745.47,17,562,76,414339.74,3.5,4560.36,36950.12,1.24,Denied
Freddy,Tommei,WA,35718.91,29,770,73,128784.39,3.7,2450.01,9230.42,0.26,Approved
Bram,Danzey,CA,50887.8,24,767,34,123185.01,2.8,6652.0,44330.41,0.87,Denied
Ainslee,Orridge,AR,32892.8,22,683,61,420366.43,3.4,2493.81,4231.69,0.13,Approved
Gino,Gaymer,PA,44679.44,29,445,48,273078.16,3.3,8672.8,35776.39,0.8,Denied
Anjela,Francesconi,WV,47993.74,19,767,45,193574.53,3.6,3192.98,27251.12,0.57,Denied
Liesa,Salling,MN,50255.85,12,764,21,38570.11,2.5,3129.53,45208.14,0.9,Denied
Elset,Redshaw,NE,53181.54,18,819,34,174629.89,3.9,2717.82,1944.73,0.04,Approved
Lilah,Saggs,FL,30327.12,20,363,68,365067.66,3.9,3919.46,18176.57,0.6,Denied
Angeli,Rawsthorn,TX,29086.94,23,745,55,205772.6,3.5,9387.26,7045.02,0.24,Approved
Spike,Shower,ME,54541.23,3,604,32,356219.91,3.8,8659.14,31776.63,0.58,Denied
Danny,Yurin,FL,26773.78,23,361,34,36881.29,3.0,3175.0,43916.31,1.64,Denied
Ernestus,Fishley,DC,48813.31,14,710,22,421756.49,3.9,-785.3,56686.67,1.16,Denied
Brandyn,Aingell,ID,44654.76,2,370,30,9797.11,3.8,9308.12,21871.9,0.49,Denied
Roseanna,Beet,CA,36831.86,10,545,83,64390.34,3.6,2379.65,62408.27,1.69,Denied
Georgie,Leary,PA,50107.4,19,406,23,29962.47,2.5,4858.75,43781.14,0.87,Denied
Jammie,Tuckwood,WA,49389.1,11,807,68,343728.45,2.6,7031.33,72028.28,1.46,Denied
Whit,Jonathon,TX,47544.29,15,623,77,211750.13,3.1,8499.25,25995.7,0.55,Denied
Lenee,Bertot,SC,54099.06,28,621,37,483745.83,3.1,4039.57,2972.21,0.05,Approved
Roland,Fildes,NC,39965.43,25,595,23,444104.21,2.9,5868.49,53869.9,1.35,Denied
Charmian,Scarfe,LA,26659.65,14,392,63,397527.51,3.4,1009.59,46622.48,1.75,Denied
Jo-ann,Lodwick,PA,45187.76,15,835,65,53179.91,3.1,7790.31,3873.05,0.09,Approved
Timoteo,Gibbett,FL,35107.31,29,560,68,144746.06,2.7,7619.71,35252.8,1.0,Denied
Tadio,Skentelbery,FL,39737.57,1,828,42,287693.41,2.6,5171.91,12155.57,0.31,Approved
Neils,Rubinov,CA,37047.38,8,696,51,346879.28,2.5,2392.74,29066.63,0.78,Denied
Woodrow,Jarrell,UT,40247.53,18,427,49,126114.35,2.9,2410.85,62190.61,1.55,Denied
Vincent,Mebs,OH,29105.99,14,775,29,241253.09,3.5,1991.12,567.36,0.02,Approved
Ferdie,Ayscough,KY,55107.38,16,386,34,60338.8,3.7,2931.85,20135.34,0.37,Denied
Bryna,Hawkeridge,AK,31878.09,23,569,70,467851.42,3.5,6143.59,60924.21,1.91,Denied
Marcelo,Weatherdon,TX,45973.19,17,696,43,442162.52,3.7,-420.29,21742.16,0.47,Denied
Mylo,Tyhurst,NE,51371.11,23,496,84,147769.35,3.7,6510.45,33200.04,0.65,Denied
Dew,MacIlhargy,OH,48907.72,29,387,84,350332.1,2.7,7001.14,51422.12,1.05,Denied
Debi,Gude,FL,40732.84,27,731,70,387387.0,3.8,865.48,16774.01,0.41,Denied
Dorothee,Tredinnick,TX,34310.39,24,785,39,81586.95,3.0,3569.0,8432.16,0.25,Approved
Hansiain,Lunck,TX,53167.27,5,380,60,471644.3,3.3,5148.31,7698.88,0.14,Approved
Ulla,Bodimeade,OR,27380.37,3,707,45,414259.32,3.1,6800.19,29371.14,1.07,Denied
Krystle,Calderonello,DE,42158.76,6,760,81,274861.41,3.7,3229.88,58264.45,1.38,Denied
Maitilde,Ram,TX,57082.53,25,573,26,46699.16,3.4,7705.48,20735.98,0.36,Approved
Talbot,Bulbeck,AR,34325.07,18,487,69,201652.72,3.1,3624.98,56390.32,1.64,Denied
Evvie,Rodge,NE,47799.58,19,598,62,284930.8,3.9,6987.11,4639.06,0.1,Approved
Niki,Slatter,NY,28508.4,10,617,55,387842.65,3.1,9061.03,43054.54,1.51,Denied
Ashlee,Romero,WA,32665.58,3,804,77,142972.53,3.7,8015.46,48651.64,1.49,Denied
Myrlene,Robus,AZ,31038.3,13,456,42,158326.91,2.7,3715.9,64891.48,2.09,Denied
Murial,Roberto,TX,36684.74,16,837,43,264356.11,3.4,9997.16,58889.42,1.61,Denied
Caralie,Withinshaw,IL,27588.17,1,740,40,313646.36,3.8,9110.42,54831.56,1.99,Denied
Read,Bamb,PA,44583.51,20,812,43,281285.01,3.1,8349.45,9370.42,0.21,Approved
Stirling,Manifield,NC,29065.85,6,766,67,229272.41,3.8,4659.47,32712.27,1.13,Denied
Hollis,Sale,OK,42859.26,22,595,37,223229.95,3.8,4981.42,31284.02,0.73,Denied
Juan,Hewes,NJ,38488.45,30,667,29,425360.08,3.4,7636.14,48322.49,1.26,Denied
Harmony,Vitler,CT,54840.63,17,626,31,167871.92,3.9,119.46,50437.52,0.92,Denied
Peta,Blenkensop,TX,54591.51,12,569,53,314589.78,3.7,6193.59,5974.51,0.11,Approved
Angelica,Guyver,NY,58060.22,15,730,71,446391.66,2.6,2487.19,70557.66,1.22,Denied
Casie,Pyrke,IN,36871.28,22,686,41,92935.37,3.3,561.17,8560.46,0.23,Approved
Laurens,Itzkovich,UT,46775.82,13,850,58,304385.67,3.4,-201.53,1938.09,0.04,Approved
Reamonn,Jackett,WV,54498.61,19,508,18,362905.13,3.6,3038.08,70372.6,1.29,Denied
Paulo,Hubbard,CA,47065.14,21,379,35,403654.39,3.2,1448.82,60476.6,1.28,Denied
Ibby,Halligan,MO,36855.3,11,744,49,369824.43,3.7,84.41,17038.97,0.46,Denied
Mathias,Klassmann,CA,40054.98,28,785,22,19919.74,3.7,4354.87,22043.94,0.55,Denied
Nataline,Naire,FL,48505.25,11,361,65,350820.15,3.5,6716.48,42610.64,0.88,Denied
Germaine,Mulqueeny,TX,35334.3,3,363,43,394346.4,3.7,4290.5,15791.48,0.45,Denied
Ellerey,Heymann,FL,50996.11,12,696,29,227210.37,3.6,7982.46,56863.84,1.12,Denied
Fifi,Brugman,NY,55982.41,15,714,50,115425.19,3.9,2034.04,54350.61,0.97,Denied
Christina,Kidman,CO,27907.83,1,383,38,499445.08,3.4,2386.44,4662.15,0.17,Approved
Mallory,Martinets,LA,42266.44,16,668,35,142497.91,2.8,7080.21,36225.94,0.86,Denied
Gray,Minillo,DC,47456.34,23,719,73,294137.44,3.9,1934.29,12519.7,0.26,Approved
Moritz,Nimmo,TX,50870.68,7,560,73,99118.29,3.7,-19.79,47611.68,0.94,Denied
Prue,Heart,MI,54547.47,3,453,65,208873.55,2.8,4943.41,67898.15,1.24,Denied
Nathalia,Rothschild,CA,42572.13,25,754,60,235964.43,2.6,9618.67,1537.95,0.04,Approved
Faun,Spanton,CO,53896.09,21,588,26,161100.64,3.2,7642.18,32183.21,0.6,Denied
Lorenzo,Boddymead,CA,50934.34,20,818,80,359418.98,3.3,-995.2,72447.23,1.42,Denied
Morty,Boosey,IL,59908.41,30,430,79,409975.38,3.8,9340.56,63604.49,1.06,Denied
Gerty,Botcherby,WV,49960.15,26,742,45,459377.4,2.9,5089.01,25979.34,0.52,Denied
Gretal,McClinton,TN,44285.5,9,455,23,313967.82,3.0,1240.52,41720.8,0.94,Denied
Bobby,Cardoe,DC,26906.98,6,352,58,225933.36,3.9,9093.62,39911.65,1.48,Denied
Tomaso,Spilling,NC,42022.68,9,710,53,400923.23,3.9,957.56,65215.68,1.55,Denied
Susanna,Timpany,WA,43560.75,6,684,85,39351.14,2.9,2989.95,53392.54,1.23,Denied
Niel,Rogerson,VA,36396.52,22,514,33,222548.32,3.7,6514.22,28906.09,0.79,Denied
Hyacinthie,Downton,GA,34281.35,28,434,40,402008.55,3.2,7460.23,27550.26,0.8,Denied
Ephraim,Louthe,KY,30710.3,28,617,73,115237.61,2.9,3069.35,49535.18,1.61,Denied
Chancey,Kampshell,FL,46754.55,18,665,44,110695.54,3.0,3792.79,66289.44,1.42,Denied
Benson,Passmore,IN,53067.66,26,840,35,297297.85,3.9,6213.96,37173.47,0.7,Denied
Giff,Kirrage,FL,42531.57,24,490,77,232076.37,3.3,8269.41,43488.02,1.02,Denied
Tabbi,Borgne,NV,30308.2,5,794,44,354974.03,4.0,7894.69,65693.26,2.17,Denied
Elenore,Nono,TX,42967.19,29,492,28,479562.94,3.1,2689.24,69071.62,1.61,Denied
Nicholas,Knight,MT,56656.15,17,625,85,2033.26,3.6,7385.0,72378.44,1.28,Denied
Igor,Dabner,OH,39576.97,17,592,43,130686.77,2.7,1290.09,24121.31,0.61,Denied
Francois,Binney,AL,43559.48,14,592,48,84322.58,2.9,-404.37,41369.9,0.95,Denied
Magdalen,Macro,DC,56741.01,30,652,68,335237.1,2.6,3792.38,42439.36,0.75,Denied
Xymenes,Danihel,PA,27020.57,22,409,70,189223.09,3.5,8736.33,1373.17,0.05,Approved
Murielle,Plackstone,NY,55612.09,3,638,76,354252.14,3.5,-181.2,49264.63,0.89,Denied
Christel,Frankowski,NY,49015.22,8,653,23,328904.29,3.9,-230.21,60647.22,1.24,Denied
Gar,Boyington,TX,34198.77,3,425,63,151182.27,2.7,9512.28,59041.31,1.73,Denied
Latrina,Chung,UT,38695.11,26,655,77,311238.97,2.5,758.72,72197.0,1.87,Denied
Merissa,Sussans,FL,48225.53,13,576,35,293619.46,3.3,5294.16,71132.57,1.47,Denied
Hana,Loram,MI,41314.87,12,578,52,394661.97,2.5,-501.25,22022.7,0.53,Denied
Roxie,Ruddell,MI,57965.58,14,442,64,97709.83,3.6,8732.45,49898.92,0.86,Denied
Ruthie,Bakeup,PA,50282.94,4,804,73,395624.47,3.4,8337.49,50483.28,1.0,Denied
